Before inserting remove last two coloumns of each row, first few rows will be 
 (1, 'Adilabad', 'Aurangabad', '2022-06-29', '1A', 2000),
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '2A', 1800),
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '2S', 110),
..
..
..

INSERT INTO `classseats (`train_number`, `start_point`, `destination_point`, `journey_date`, `class_name`, `ticket_fare1`) VALUES
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '1A', 2000, 46, 4),
(3, 'Basar', 'Mumbai', '2022-07-04', '1A', 540, 30, 0),
(3, 'Basar', 'Mumbai', '2022-07-04', '2A', 760, 30, 0),
(3, 'Basar', 'Mumbai', '2022-07-04', '3A', 450, 30, 0),
(3, 'Basar', 'Mumbai', '2022-07-13', '1A', 2500, 70, 0),
(3, 'Basar', 'Mumbai', '2022-07-13', '2A', 2100, 120, 0),
(3, 'Basar', 'Mumbai', '2022-07-13', '2S', 360, 360, 0),
(3, 'Basar', 'Mumbai', '2022-07-13', '3A', 2000, 120, 0),
(3, 'Basar', 'Mumbai', '2022-07-13', 'SL', 1000, 360, 0),
(3, 'Basar', 'Nanded', '2022-06-29', '1A', 1000, 40, 0),
(3, 'Basar', 'Nanded', '2022-06-29', '2A', 900, 76, 4),
(3, 'Basar', 'Nanded', '2022-06-29', '2S', 90, 360, 3),
(3, 'Basar', 'Nanded', '2022-06-29', '3A', 800, 120, 0),
(3, 'Basar', 'Nanded', '2022-06-29', 'SL', 250, 360, 0),
(3, 'Basar', 'Nanded', '2022-07-03', '1A', 500, 40, 0),
(3, 'Basar', 'Nanded', '2022-07-03', '2A', 440, 30, 0),
(3, 'Basar', 'Nanded', '2022-07-03', '3A', 550, 40, 0),
(3, 'Basar', 'Nanded', '2022-07-04', '1A', 540, 30, 0),
(3, 'Basar', 'Nanded', '2022-07-04', '2A', 760, 30, 0),
(3, 'Basar', 'Nanded', '2022-07-04', '3A', 560, 30, 0),
(3, 'Basar', 'Nanded', '2022-07-13', '1A', 1000, 40, 0),
(3, 'Basar', 'Nanded', '2022-07-13', '2A', 900, 80, 0),
(3, 'Basar', 'Nanded', '2022-07-13', '2S', 90, 360, 0),
(3, 'Basar', 'Nanded', '2022-07-13', '3A', 800, 120, 0),
(3, 'Basar', 'Nanded', '2022-07-13', 'SL', 250, 360, 0),
(3, 'Basar', 'Nashik', '2022-06-29', '1A', 2000, 60, 0),
(3, 'Basar', 'Nashik', '2022-06-29', '2A', 1700, 116, 4),
(3, 'Basar', 'Nashik', '2022-06-29', '2S', 270, 360, 3),
(3, 'Basar', 'Nashik', '2022-06-29', '3A', 1600, 120, 0),
(3, 'Basar', 'Nashik', '2022-06-29', 'SL', 750, 360, 0),
(3, 'Basar', 'Nashik', '2022-07-03', '1A', 200, 30, 0),
(3, 'Basar', 'Nashik', '2022-07-03', '2A', 440, 65, 0),
(3, 'Basar', 'Nashik', '2022-07-03', '3A', 555, 40, 0),
(3, 'Basar', 'Nashik', '2022-07-04', '1A', 650, 30, 0),
(3, 'Basar', 'Nashik', '2022-07-04', '2A', 678, 30, 0),
(3, 'Basar', 'Nashik', '2022-07-04', '3A', 450, 30, 0),
(3, 'Basar', 'Nashik', '2022-07-13', '1A', 2000, 60, 0),
(3, 'Basar', 'Nashik', '2022-07-13', '2A', 1700, 120, 0),
(3, 'Basar', 'Nashik', '2022-07-13', '2S', 270, 360, 0),
(3, 'Basar', 'Nashik', '2022-07-13', '3A', 1600, 120, 0),
(3, 'Basar', 'Nashik', '2022-07-13', 'SL', 750, 360, 0),
(3, 'Nanded', 'Aurangabad', '2022-06-29', '1A', 1000, 40, 0),
(3, 'Nanded', 'Aurangabad', '2022-06-29', '2A', 900, 76, 4),
(3, 'Nanded', 'Aurangabad', '2022-06-29', '2S', 90, 360, 3),
(3, 'Nanded', 'Aurangabad', '2022-06-29', '3A', 800, 120, 0),
(3, 'Nanded', 'Aurangabad', '2022-06-29', 'SL', 250, 360, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-03', '1A', 850, 52, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-03', '2A', 440, 20, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-03', '3A', 540, 40, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-04', '1A', 540, 33, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-04', '2A', 650, 30, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-04', '3A', 540, 30, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-13', '1A', 1000, 40, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-13', '2A', 900, 80, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-13', '2S', 90, 360, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-13', '3A', 800, 120, 0),
(3, 'Nanded', 'Aurangabad', '2022-07-13', 'SL', 250, 360, 0),
(3, 'Nanded', 'Mumbai', '2022-06-29', '1A', 2000, 60, 0),
(3, 'Nanded', 'Mumbai', '2022-06-29', '2A', 1700, 96, 4),
(3, 'Nanded', 'Mumbai', '2022-06-29', '2S', 270, 360, 3),
(3, 'Nanded', 'Mumbai', '2022-06-29', '3A', 1600, 120, 0),
(3, 'Nanded', 'Mumbai', '2022-06-29', 'SL', 750, 360, 0),
(3, 'Nanded', 'Mumbai', '2022-07-03', '1A', 850, 52, 0),
(3, 'Nanded', 'Mumbai', '2022-07-03', '2A', 430, 50, 0),
(3, 'Nanded', 'Mumbai', '2022-07-03', '3A', 540, 40, 0),
(3, 'Nanded', 'Mumbai', '2022-07-04', '1A', 450, 30, 0),
(3, 'Nanded', 'Mumbai', '2022-07-04', '2A', 450, 30, 0),
(3, 'Nanded', 'Mumbai', '2022-07-04', '3A', 540, 30, 0),
(3, 'Nanded', 'Mumbai', '2022-07-13', '1A', 2000, 60, 0),
(3, 'Nanded', 'Mumbai', '2022-07-13', '2A', 1700, 100, 0),
(3, 'Nanded', 'Mumbai', '2022-07-13', '2S', 270, 360, 0),
(3, 'Nanded', 'Mumbai', '2022-07-13', '3A', 1600, 120, 0),
(3, 'Nanded', 'Mumbai', '2022-07-13', 'SL', 750, 360, 0),
(3, 'Nanded', 'Nashik', '2022-06-29', '1A', 1500, 50, 0),
(3, 'Nanded', 'Nashik', '2022-06-29', '2A', 1300, 96, 4),
(3, 'Nanded', 'Nashik', '2022-06-29', '2S', 180, 360, 3),
(3, 'Nanded', 'Nashik', '2022-06-29', '3A', 1200, 120, 0),
(3, 'Nanded', 'Nashik', '2022-06-29', 'SL', 500, 360, 0),
(3, 'Nanded', 'Nashik', '2022-07-03', '1A', 808, 50, 0),
(3, 'Nanded', 'Nashik', '2022-07-03', '2A', 440, 20, 0),
(3, 'Nanded', 'Nashik', '2022-07-03', '3A', 654, 40, 0),
(3, 'Nanded', 'Nashik', '2022-07-04', '1A', 654, 30, 0),
(3, 'Nanded', 'Nashik', '2022-07-04', '2A', 66, 30, 0),
(3, 'Nanded', 'Nashik', '2022-07-04', '3A', 540, 30, 0),
(3, 'Nanded', 'Nashik', '2022-07-13', '1A', 1500, 50, 0),
(3, 'Nanded', 'Nashik', '2022-07-13', '2A', 1300, 100, 0),
(3, 'Nanded', 'Nashik', '2022-07-13', '2S', 180, 360, 0),
(3, 'Nanded', 'Nashik', '2022-07-13', '3A', 1200, 120, 0),
(3, 'Nanded', 'Nashik', '2022-07-13', 'SL', 500, 360, 0),
(3, 'Nashik', 'Mumbai', '2022-06-30', '1A', 1000, 50, 0),
(3, 'Nashik', 'Mumbai', '2022-06-30', '2A', 900, 80, 0),
(3, 'Nashik', 'Mumbai', '2022-06-30', '2S', 90, 360, 0),
(3, 'Nashik', 'Mumbai', '2022-06-30', '3A', 800, 120, 0),
(3, 'Nashik', 'Mumbai', '2022-06-30', 'SL', 250, 360, 0),
(3, 'Nashik', 'Mumbai', '2022-07-04', '1A', 58, 20, 0),
(3, 'Nashik', 'Mumbai', '2022-07-04', '2A', 540, 20, 0),
(3, 'Nashik', 'Mumbai', '2022-07-04', '3A', 760, 40, 0),
(3, 'Nashik', 'Mumbai', '2022-07-05', '1A', 450, 30, 0),
(3, 'Nashik', 'Mumbai', '2022-07-05', '2A', 760, 30, 0),
(3, 'Nashik', 'Mumbai', '2022-07-05', '3A', 650, 30, 0),
(3, 'Nashik', 'Mumbai', '2022-07-14', '1A', 1000, 50, 0),
(3, 'Nashik', 'Mumbai', '2022-07-14', '2A', 900, 80, 0),
(3, 'Nashik', 'Mumbai', '2022-07-14', '2S', 90, 360, 0),
(3, 'Nashik', 'Mumbai', '2022-07-14', '3A', 800, 120, 0),
(3, 'Nashik', 'Mumbai', '2022-07-14', 'SL', 250, 360, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-06-29', '1A', 2000, 60, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-06-29', '2A', 1700, 112, 12),
(3, 'Secunderabad', 'Aurangabad', '2022-06-29', '2S', 270, 360, 3),
(3, 'Secunderabad', 'Aurangabad', '2022-06-29', '3A', 1600, 116, 4),
(3, 'Secunderabad', 'Aurangabad', '2022-06-29', 'SL', 750, 360, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-03', '1A', 200, 40, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-03', '2A', 440, 30, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-03', '3A', 550, 40, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-04', '1A', 450, 30, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-04', '2A', 780, 30, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-04', '3A', 670, 30, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-13', '1A', 2000, 60, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-13', '2A', 1700, 120, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-13', '2S', 270, 360, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-13', '3A', 1600, 120, 0),
(3, 'Secunderabad', 'Aurangabad', '2022-07-13', 'SL', 750, 360, 0),
(3, 'Secunderabad', 'Basar', '2022-06-29', '1A', 1000, 40, 0),
(3, 'Secunderabad', 'Basar', '2022-06-29', '2A', 900, 76, 8),
(3, 'Secunderabad', 'Basar', '2022-06-29', '2S', 90, 360, 0),
(3, 'Secunderabad', 'Basar', '2022-06-29', '3A', 800, 116, 4),
(3, 'Secunderabad', 'Basar', '2022-06-29', 'SL', 250, 360, 0),
(3, 'Secunderabad', 'Basar', '2022-07-03', '1A', 500, 52, 0),
(3, 'Secunderabad', 'Basar', '2022-07-03', '2A', 440, 30, 0),
(3, 'Secunderabad', 'Basar', '2022-07-03', '3A', 650, 40, 0),
(3, 'Secunderabad', 'Basar', '2022-07-04', '1A', 340, 30, 0),
(3, 'Secunderabad', 'Basar', '2022-07-04', '2A', 760, 30, 0),
(3, 'Secunderabad', 'Basar', '2022-07-04', '3A', 760, 20, 0),
(3, 'Secunderabad', 'Basar', '2022-07-13', '1A', 1000, 40, 0),
(3, 'Secunderabad', 'Basar', '2022-07-13', '2A', 900, 80, 0),
(3, 'Secunderabad', 'Basar', '2022-07-13', '2S', 90, 360, 0),
(3, 'Secunderabad', 'Basar', '2022-07-13', '3A', 800, 120, 0),
(3, 'Secunderabad', 'Basar', '2022-07-13', 'SL', 250, 360, 0),
(3, 'Secunderabad', 'Mumbai', '2022-06-29', '1A', 3000, 80, 0),
(3, 'Secunderabad', 'Mumbai', '2022-06-29', '2A', 2500, 112, 12),
(3, 'Secunderabad', 'Mumbai', '2022-06-29', '2S', 400, 360, 3),
(3, 'Secunderabad', 'Mumbai', '2022-06-29', '3A', 2400, 116, 4),
(3, 'Secunderabad', 'Mumbai', '2022-06-29', 'SL', 1250, 360, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-03', '1A', 620, 40, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-03', '2A', 440, 30, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-03', '3A', 550, 40, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-04', '1A', 430, 30, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-04', '2A', 670, 30, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-04', '3A', 650, 30, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-13', '1A', 3000, 80, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-13', '2A', 2500, 120, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-13', '2S', 400, 360, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-13', '3A', 2400, 120, 0),
(3, 'Secunderabad', 'Mumbai', '2022-07-13', 'SL', 1250, 360, 0),
(3, 'Secunderabad', 'Nanded', '2022-06-29', '1A', 1500, 50, 0),
(3, 'Secunderabad', 'Nanded', '2022-06-29', '2A', 1300, 92, 12),
(3, 'Secunderabad', 'Nanded', '2022-06-29', '2S', 180, 360, 3),
(3, 'Secunderabad', 'Nanded', '2022-06-29', '3A', 1200, 116, 4),
(3, 'Secunderabad', 'Nanded', '2022-06-29', 'SL', 500, 360, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-03', '1A', 500, 40, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-03', '2A', 4400, 30, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-03', '3A', 550, 40, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-04', '1A', 540, 30, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-04', '2A', 760, 30, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-04', '3A', 670, 30, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-13', '1A', 1500, 50, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-13', '2A', 1300, 100, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-13', '2S', 180, 360, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-13', '3A', 1200, 120, 0),
(3, 'Secunderabad', 'Nanded', '2022-07-13', 'SL', 500, 360, 0),
(3, 'Secunderabad', 'Nashik', '2022-06-29', '1A', 2500, 70, 0),
(3, 'Secunderabad', 'Nashik', '2022-06-29', '2A', 2100, 132, 12),
(3, 'Secunderabad', 'Nashik', '2022-06-29', '2S', 360, 360, 3),
(3, 'Secunderabad', 'Nashik', '2022-06-29', '3A', 2000, 116, 4),
(3, 'Secunderabad', 'Nashik', '2022-06-29', 'SL', 1000, 360, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-03', '1A', 840, 40, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-03', '2A', 440, 30, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-03', '3A', 550, 40, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-04', '1A', 540, 30, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-04', '2A', 670, 30, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-04', '3A', 760, 30, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-13', '1A', 2500, 70, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-13', '2A', 2100, 140, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-13', '2S', 360, 360, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-13', '3A', 2000, 120, 0),
(3, 'Secunderabad', 'Nashik', '2022-07-13', 'SL', 1000, 360, 0),
(4, 'Aurangabad', 'Basar', '2022-06-30', '1A', 2400, 60, 0),
(4, 'Aurangabad', 'Basar', '2022-06-30', '2A', 2000, 95, 5),
(4, 'Aurangabad', 'Basar', '2022-06-30', '2S', 140, 450, 0),
(4, 'Aurangabad', 'Basar', '2022-06-30', '3A', 1400, 150, 0),
(4, 'Aurangabad', 'Basar', '2022-06-30', 'SL', 400, 440, 10),
(4, 'Aurangabad', 'Basar', '2022-07-04', '1A', 654, 30, 0),
(4, 'Aurangabad', 'Basar', '2022-07-04', '2A', 440, 30, 0),
(4, 'Aurangabad', 'Basar', '2022-07-04', '3A', 780, 50, 0),
(4, 'Aurangabad', 'Basar', '2022-07-05', '1A', 580, 30, 0),
(4, 'Aurangabad', 'Basar', '2022-07-05', '2A', 850, 30, 0),
(4, 'Aurangabad', 'Basar', '2022-07-05', '3A', 80, 60, 0),
(4, 'Aurangabad', 'Basar', '2022-07-14', '1A', 2400, 60, 0),
(4, 'Aurangabad', 'Basar', '2022-07-14', '2A', 2000, 100, 0),
(4, 'Aurangabad', 'Basar', '2022-07-14', '2S', 140, 450, 0),
(4, 'Aurangabad', 'Basar', '2022-07-14', '3A', 1400, 150, 0),
(4, 'Aurangabad', 'Basar', '2022-07-14', 'SL', 400, 450, 0),
(4, 'Aurangabad', 'Nanded', '2022-06-30', '1A', 1200, 60, 0),
(4, 'Aurangabad', 'Nanded', '2022-06-30', '2A', 1000, 95, 5),
(4, 'Aurangabad', 'Nanded', '2022-06-30', '2S', 70, 450, 0),
(4, 'Aurangabad', 'Nanded', '2022-06-30', '3A', 700, 150, 0),
(4, 'Aurangabad', 'Nanded', '2022-06-30', 'SL', 200, 440, 10),
(4, 'Aurangabad', 'Nanded', '2022-07-04', '1A', 850, 30, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-04', '2A', 650, 30, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-04', '3A', 470, 50, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-05', '1A', 850, 30, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-05', '2A', 960, 30, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-05', '3A', 520, 60, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-14', '1A', 1200, 60, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-14', '2A', 1000, 100, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-14', '2S', 70, 450, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-14', '3A', 700, 150, 0),
(4, 'Aurangabad', 'Nanded', '2022-07-14', 'SL', 200, 450, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-06-30', '1A', 3600, 60, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-06-30', '2A', 3000, 95, 5),
(4, 'Aurangabad', 'Secunderabad', '2022-06-30', '2S', 210, 450, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-06-30', '3A', 2100, 150, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-06-30', 'SL', 600, 440, 10),
(4, 'Aurangabad', 'Secunderabad', '2022-07-04', '1A', 850, 30, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-04', '2A', 450, 30, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-04', '3A', 85, 50, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-05', '1A', 960, 30, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-05', '2A', 850, 30, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-05', '3A', 850, 60, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-14', '1A', 3600, 60, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-14', '2A', 3000, 100, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-14', '2S', 210, 450, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-14', '3A', 2100, 150, 0),
(4, 'Aurangabad', 'Secunderabad', '2022-07-14', 'SL', 600, 450, 0),
(4, 'Basar', 'Secunderabad', '2022-06-30', '1A', 1200, 60, 0),
(4, 'Basar', 'Secunderabad', '2022-06-30', '2A', 1000, 100, 0),
(4, 'Basar', 'Secunderabad', '2022-06-30', '2S', 70, 450, 0),
(4, 'Basar', 'Secunderabad', '2022-06-30', '3A', 700, 150, 0),
(4, 'Basar', 'Secunderabad', '2022-06-30', 'SL', 200, 444, 6),
(4, 'Basar', 'Secunderabad', '2022-07-04', '1A', 450, 30, 0),
(4, 'Basar', 'Secunderabad', '2022-07-04', '2A', 540, 30, 0),
(4, 'Basar', 'Secunderabad', '2022-07-04', '3A', 800, 50, 0),
(4, 'Basar', 'Secunderabad', '2022-07-05', '1A', 780, 30, 0),
(4, 'Basar', 'Secunderabad', '2022-07-05', '2A', 780, 30, 0),
(4, 'Basar', 'Secunderabad', '2022-07-05', '3A', 580, 60, 0),
(4, 'Basar', 'Secunderabad', '2022-07-14', '1A', 1200, 60, 0),
(4, 'Basar', 'Secunderabad', '2022-07-14', '2A', 1000, 100, 0),
(4, 'Basar', 'Secunderabad', '2022-07-14', '2S', 70, 450, 0),
(4, 'Basar', 'Secunderabad', '2022-07-14', '3A', 700, 150, 0),
(4, 'Basar', 'Secunderabad', '2022-07-14', 'SL', 200, 450, 0),
(4, 'Mumbai', 'Aurangabad', '2022-06-29', '1A', 2200, 60, 0),
(4, 'Mumbai', 'Aurangabad', '2022-06-29', '2A', 2000, 100, 0),
(4, 'Mumbai', 'Aurangabad', '2022-06-29', '2S', 140, 450, 0),
(4, 'Mumbai', 'Aurangabad', '2022-06-29', '3A', 1400, 150, 0),
(4, 'Mumbai', 'Aurangabad', '2022-06-29', 'SL', 400, 450, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-03', '1A', 2010, 30, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-03', '2A', 1600, 30, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-03', '3A', 850, 50, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-04', '1A', 960, 30, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-04', '2A', 850, 30, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-04', '3A', 850, 60, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-13', '1A', 2200, 60, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-13', '2A', 2000, 100, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-13', '2S', 140, 450, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-13', '3A', 1400, 150, 0),
(4, 'Mumbai', 'Aurangabad', '2022-07-13', 'SL', 400, 450, 0),
(4, 'Mumbai', 'Basar', '2022-06-29', '1A', 4400, 60, 0),
(4, 'Mumbai', 'Basar', '2022-06-29', '2A', 4000, 100, 0),
(4, 'Mumbai', 'Basar', '2022-06-29', '2S', 280, 450, 0),
(4, 'Mumbai', 'Basar', '2022-06-29', '3A', 2800, 150, 0),
(4, 'Mumbai', 'Basar', '2022-06-29', 'SL', 800, 450, 0),
(4, 'Mumbai', 'Basar', '2022-07-03', '1A', 800, 30, 0),
(4, 'Mumbai', 'Basar', '2022-07-03', '2A', 800, 30, 0),
(4, 'Mumbai', 'Basar', '2022-07-03', '3A', 850, 50, 0),
(4, 'Mumbai', 'Basar', '2022-07-04', '1A', 690, 30, 0),
(4, 'Mumbai', 'Basar', '2022-07-04', '2A', 850, 30, 0),
(4, 'Mumbai', 'Basar', '2022-07-04', '3A', 690, 60, 0),
(4, 'Mumbai', 'Basar', '2022-07-13', '1A', 4400, 60, 0),
(4, 'Mumbai', 'Basar', '2022-07-13', '2A', 4000, 100, 0),
(4, 'Mumbai', 'Basar', '2022-07-13', '2S', 280, 450, 0),
(4, 'Mumbai', 'Basar', '2022-07-13', '3A', 2800, 150, 0),
(4, 'Mumbai', 'Basar', '2022-07-13', 'SL', 800, 450, 0),
(4, 'Mumbai', 'Nanded', '2022-06-29', '1A', 3200, 60, 0),
(4, 'Mumbai', 'Nanded', '2022-06-29', '2A', 3000, 100, 0),
(4, 'Mumbai', 'Nanded', '2022-06-29', '2S', 210, 450, 0),
(4, 'Mumbai', 'Nanded', '2022-06-29', '3A', 2100, 150, 0),
(4, 'Mumbai', 'Nanded', '2022-06-29', 'SL', 600, 450, 0),
(4, 'Mumbai', 'Nanded', '2022-07-03', '1A', 1400, 30, 0),
(4, 'Mumbai', 'Nanded', '2022-07-03', '2A', 800, 30, 0),
(4, 'Mumbai', 'Nanded', '2022-07-03', '3A', 750, 50, 0),
(4, 'Mumbai', 'Nanded', '2022-07-04', '1A', 630, 30, 0),
(4, 'Mumbai', 'Nanded', '2022-07-04', '2A', 850, 30, 0),
(4, 'Mumbai', 'Nanded', '2022-07-04', '3A', 960, 60, 0),
(4, 'Mumbai', 'Nanded', '2022-07-13', '1A', 3200, 60, 0),
(4, 'Mumbai', 'Nanded', '2022-07-13', '2A', 3000, 100, 0),
(4, 'Mumbai', 'Nanded', '2022-07-13', '2S', 210, 450, 0),
(4, 'Mumbai', 'Nanded', '2022-07-13', '3A', 2100, 150, 0),
(4, 'Mumbai', 'Nanded', '2022-07-13', 'SL', 600, 450, 0),
(4, 'Mumbai', 'Nashik', '2022-06-29', '1A', 1200, 60, 0),
(4, 'Mumbai', 'Nashik', '2022-06-29', '2A', 1000, 100, 0),
(4, 'Mumbai', 'Nashik', '2022-06-29', '2S', 70, 450, 0),
(4, 'Mumbai', 'Nashik', '2022-06-29', '3A', 700, 150, 0),
(4, 'Mumbai', 'Nashik', '2022-06-29', 'SL', 200, 450, 0),
(4, 'Mumbai', 'Nashik', '2022-07-03', '1A', 1220, 30, 0),
(4, 'Mumbai', 'Nashik', '2022-07-03', '2A', 800, 30, 0),
(4, 'Mumbai', 'Nashik', '2022-07-03', '3A', 850, 50, 0),
(4, 'Mumbai', 'Nashik', '2022-07-04', '1A', 850, 20, 0),
(4, 'Mumbai', 'Nashik', '2022-07-04', '2A', 850, 30, 0),
(4, 'Mumbai', 'Nashik', '2022-07-04', '3A', 850, 60, 0),
(4, 'Mumbai', 'Nashik', '2022-07-13', '1A', 1200, 60, 0),
(4, 'Mumbai', 'Nashik', '2022-07-13', '2A', 1000, 100, 0),
(4, 'Mumbai', 'Nashik', '2022-07-13', '2S', 70, 450, 0),
(4, 'Mumbai', 'Nashik', '2022-07-13', '3A', 700, 150, 0),
(4, 'Mumbai', 'Nashik', '2022-07-13', 'SL', 200, 450, 0),
(4, 'Mumbai', 'Secunderabad', '2022-06-29', '1A', 5500, 60, 0),
(4, 'Mumbai', 'Secunderabad', '2022-06-29', '2A', 5000, 100, 0),
(4, 'Mumbai', 'Secunderabad', '2022-06-29', '2S', 350, 450, 0),
(4, 'Mumbai', 'Secunderabad', '2022-06-29', '3A', 3500, 150, 0),
(4, 'Mumbai', 'Secunderabad', '2022-06-29', 'SL', 1000, 450, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-03', '1A', 800, 30, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-03', '2A', 670, 30, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-03', '3A', 250, 50, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-04', '1A', 780, 30, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-04', '2A', 890, 30, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-04', '3A', 690, 60, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-13', '1A', 5500, 60, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-13', '2A', 5000, 100, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-13', '2S', 350, 450, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-13', '3A', 3500, 150, 0),
(4, 'Mumbai', 'Secunderabad', '2022-07-13', 'SL', 1000, 450, 0),
(4, 'Nanded', 'Basar', '2022-06-30', '1A', 1200, 60, 0),
(4, 'Nanded', 'Basar', '2022-06-30', '2A', 1000, 95, 5),
(4, 'Nanded', 'Basar', '2022-06-30', '2S', 70, 450, 0),
(4, 'Nanded', 'Basar', '2022-06-30', '3A', 700, 150, 0),
(4, 'Nanded', 'Basar', '2022-06-30', 'SL', 200, 444, 6),
(4, 'Nanded', 'Basar', '2022-07-04', '1A', 780, 30, 0),
(4, 'Nanded', 'Basar', '2022-07-04', '2A', 340, 30, 0),
(4, 'Nanded', 'Basar', '2022-07-04', '3A', 550, 50, 0),
